anchor,positive,negative
223171,208693,106496
205525,92349,46615
35659,33360,39875
168298,34212,164123
6099,60003,148595
153861,39491,55025
200667,147789,44468
196597,107045,61782
206162,229476,220135
47522,210021,9389
162957,143647,212054
175146,35661,30634
42837,66790,57803
170941,57089,78552
125415,204024,222458
224423,42121,22675
52046,220605,165639
168379,215173,214546
67732,205491,70396
143438,64866,132
60114,169261,59471
36716,60249,95272
34034,35622,36332
35655,138684,44039
205515,155487,79170
216284,64608,89735
9424,143680,9803
169938,10571,23733
214764,165233,56435
4622,205478,71102
215144,214998,28299
55837,59469,122510
225358,105234,171145
4280,6105,7894
214359,231347,46162
131411,227945,135642
11618,223384,103328
43332,65492,53349
227928,123085,183505
161174,227475,7924
11545,39535,23346
214532,134818,76152
171435,225340,124330
205478,223965,0
53972,143255,30725
60130,224191,66227
100762,227315,180733
223644,218128,4140
92617,143858,35730
223170,139280,34164
34165,197748,231914
196189,184267,213684
225310,206984,45131
225645,163079,7906
42870,163247,164945
196309,8034,55999
208698,8909,209966
143193,226904,69518
227035,215088,71463
231354,169283,218429
34617,157386,168249
222929,121934,165707
205736,47199,50369
205503,215114,209458
58690,35357,46522
143751,204782,45859
60167,92610,9251
51652,46863,151157
65422,214570,39011
218129,226650,88151
139532,226331,220819
33338,51558,69160
205456,74262,73434
60180,213295,43820
215013,34036,88956
221267,35526,10413
39707,121199,29939
200655,117832,60225
212318,210243,35717
35531,223660,81641
228869,30444,25790
35758,218188,65547
223967,215272,50759
60038,52499,62838
227952,10749,6552
215014,6121,208607
168334,3733,1155
223659,221357,87734
208628,9349,215260
117840,48329,103296
145036,49252,67475
170166,168314,60054
183528,174435,9239
118771,138785,170878
65119,205482,177484
180541,226707,1710
147800,215134,7311
214670,223947,50243
226650,55796,53385
197645,67767,165726
182700,227155,32952
168339,227068,34159
40083,214150,44909
223045,174752,49825
214990,170171,226823
10938,214994,106516
163024,69086,69601
175267,214747,214750
86476,32781,67447
59514,206163,94957
137892,214515,227529
205509,208570,122434
226318,64957,92407
218072,209880,223060
170993,157260,136578
49833,51915,74633
214756,108260,229445
60264,227026,20735
54390,8114,110346
35705,45674,64525
35790,225372,131278
11209,218148,231922
125467,215136,34284
45841,35514,44083
6579,168397,11512
147209,209936,54228
215159,225307,227027
153595,9256,23510
228352,214395,48829
227267,139401,226724
197748,158880,85749
10965,214975,76320
9911,175261,29879
224169,179575,66685
197787,215221,131748
205537,35624,1732
45668,205703,53369
223858,43369,129053
227193,36487,100926
225361,117675,29076
214558,214577,227798
51395,42151,180009
64606,55146,1442
223421,41957,21902
149490,42342,176489
227440,121171,94907
215200,215166,22668
7894,9365,74784
30444,221267,30040
222068,9364,72632
205520,11266,45596
138163,4405,12012
6018,215256,163540
125402,143975,144938
170448,8917,170862
64170,45704,222929
227069,159424,163447
133222,231676,131875
5475,146496,199196
217288,223803,194638
9366,95382,10551
35660,155508,228168
9808,226474,215427
139817,153817,171156
64743,214443,60299
214630,9442,139241
35450,181181,214172
217286,172810,95286
60125,173878,73262
215076,214503,213895
214959,58692,214482
60000,860,230315
35511,8097,36804
170914,60143,178096
43505,214766,183528
225310,122278,45201
214936,7992,163728
175176,163028,61250
39707,214508,25518
214519,36704,227039
208623,215242,170995
50078,227163,142201
133149,215041,223979
223428,41947,56410
35615,208081,50924
119598,215378,56414
36492,210010,43968
60073,214518,9313
210021,60243,205758
172722,42332,228125
168491,175424,11998
58525,53040,29928
132982,205713,87300
168444,169539,43018
139532,37105,133518
154425,59498,60233
45700,57963,11337
215233,35703,155484
215171,6318,24472
48580,220824,42097
231188,222926,163943
225365,46879,78108
4477,229358,157909
63489,224964,219062
170890,118775,33255
221656,223721,3017
58759,126512,44742
205698,214500,214356
124444,214967,73296
204771,60160,142252
40170,67860,106769
204493,172818,50429
217285,137124,41534
168442,231012,86898
204774,214362,115468
172860,119674,230096
215262,184362,227380
92632,184660,66451
8668,221946,74418
173279,222923,227996
182466,194491,144174
216476,54703,56314
6520,170963,72682
43079,162909,215086
168464,215380,205525
161036,215002,50746
122651,216317,67530
197785,36850,146750
6831,48604,126811
3261,10753,61470
37153,228332,139366
214635,35717,47652
6375,6018,150643
205508,177174,1184
9282,148602,79472
33851,56337,39037
60116,67718,222423
53474,170912,124074
168453,11912,44685
33209,223666,160648
213528,227349,43492
7907,145027,166438
79145,175528,228981
4438,209884,46043
215016,175348,205524
156262,228955,88414
9449,5097,152798
201360,164044,20283
214611,144953,28977
227384,117832,215845
168632,50216,44381
172716,169087,184967
7932,153627,227713
221358,35507,205113
170375,136139,143310
119914,223856,42119
225362,219563,44673
10938,143275,229584
209866,125414,172756
153636,57222,75756
5970,33930,151902
35655,54228,41678
43425,206137,50281
176206,55037,163082
225357,92187,139340
153714,36992,178273
172755,154236,18685
60024,220719,55160
59499,223251,133864
54446,141008,8179
182673,218015,50355
215087,64607,177182
9330,209859,37525
40161,35438,208703
64900,215361,230096
94903,139760,118561
133474,35794,70361
210065,227984,195911
9427,6559,210030
122238,209904,42485
215270,55033,75110
55158,215130,153766
35943,48297,57514
9311,168313,89679
9423,216398,84951
214703,35437,9419
103081,215092,18888
123671,118185,48350
197538,138163,37627
129498,48408,229551
224952,227099,39322
34630,227412,214379
205553,194467,46470
57097,60172,85436
183415,3863,227917
225239,199829,14466
66825,223649,149489
9495,60200,23440
51337,223426,44757
215182,43064,35692
214465,215342,11278
35868,209863,93699
168629,227389,162956
212273,215209,204422
57100,65021,227857
224415,8204,9427
205513,139760,208532
60178,227312,4658
168482,58942,170123
68738,34327,27492
168360,215293,224141
33353,200652,46505
145104,216398,98042
170170,175207,57854
55041,222926,209889
218201,172745,24438
215192,41328,1320
60290,205517,151668
60060,119618,62213
228760,172807,40210
223943,168489,33784
55852,55664,60047
5004,41353,9272
225338,168406,116241
9411,172662,53124
227525,57676,7944
40074,8064,218152
10223,133636,46679
35266,143697,133372
169291,3288,61223
215065,8311,29033
55042,175119,178252
143680,222074,195154
40166,164046,214392
9347,224770,174808
8288,38952,195983
6549,39318,43506
42117,146955,160795
57616,123613,116588
205128,209913,170974
214538,59243,215246
228352,155481,166881
172762,55054,60472
227244,5469,74246
7939,49426,46051
35474,214678,215174
131282,9521,43895
109884,51691,222932
157018,219558,223392
34618,221245,47919
225312,227373,227367
227224,214659,118373
226916,156050,163396
64979,169282,162037
35730,137191,35872
43425,33925,44876
217289,56656,53725
223648,223967,213269
214154,9320,45800
205210,175201,93876
205482,148672,64633
38867,4099,205113
217214,35469,168281
117163,214674,18631
8799,60068,1385
7891,35593,205521
217214,55030,50281
215372,151523,214641
102497,184661,121677
146985,209974,46593
226787,227859,45566
4604,42690,151543
169260,171725,76286
156049,197847,175188
205880,168484,129819
60034,74064,73335
170993,36864,46958
231381,227378,58254
182648,227394,396
225317,153595,18567
219004,200643,67443
118094,168333,210022
227982,64948,83811
168405,227817,228132
48649,6061,110635
9362,9414,225631
205108,57616,227995
5215,39558,168282
143764,8063,125419
209958,172715,70102
227335,151546,230565
60273,227177,159413
183330,214512,45096
117813,214502,78755
116242,34630,224713
227315,35126,214493
136259,10562,24898
137136,123631,58065
227955,127651,169288
227398,213868,69518
215370,74262,88571
223656,172780,227151
42301,218448,1605
210021,223945,92730
51626,221179,148593
139449,52439,368
221247,47832,46655
214992,210753,1450
35206,172748,39483
214574,40154,121177
170863,227404,215281
35544,219004,146415
55686,34928,53421
208728,7892,55853
214665,125432,30685
60650,9299,9807
42874,150236,44928
228651,223306,64754
8340,226819,224824
214663,147057,46106
40278,119728,123688
35932,223437,43219
214728,60122,18376
143647,221233,218610
125462,221267,198215
35546,10199,40184
43665,205513,225869
209912,125415,121933
150722,199722,223306
170984,215104,13329
223855,162966,45800
168333,227335,169140
123398,148330,221297
227860,181241,35562
215209,214450,23636
210759,231350,131278
231349,168434,123396
214392,174896,121703
205211,144257,44653
55044,7780,75838
148888,37535,127438
223857,229654,59504
9085,10374,92328
226570,208696,139227
56856,60077,228176
55152,160943,164826
56477,215321,218922
227819,154424,34230
220283,215256,216302
172722,60237,35510
36992,218703,29457
175369,209938,180963
206162,35857,12946
117157,32639,157214
37983,139248,84546
74262,163045,145233
76849,228335,69518
4480,216399,209991
194535,62545,74486
123733,212058,176593
110077,42122,227135
194763,172693,227832
10031,49405,9350
51467,175177,89929
35559,8226,230895
132704,215358,29182
164034,172580,51106
142346,224272,67945
60228,60945,50917
11420,163361,167923
168286,228766,57481
172699,39254,44846
155488,227348,9916
60145,155480,64072
11284,42157,44365
161037,8311,212318
216280,4630,3597
10768,33846,50320
129981,134003,92712
121156,171725,163311
227183,216406,139305
35536,92192,84521
172701,215087,34946
10568,60099,84121
227290,59691,221241
34304,215333,181151
8010,214400,125532
214695,46315,144456
73916,200667,20726
215036,220821,12867
209932,164043,69660
227382,214555,45129
54726,41353,227719
227138,180524,52870
227519,60155,1804
223430,59119,59677
205551,51391,74794
33744,216341,76208
35946,209961,29172
223954,228339,47061
123733,218513,72680
139915,215254,221234
39538,9419,6110
213269,11248,162989
214549,175165,131502
217287,126944,56516
10374,9269,25772
227949,209906,62935
143674,175287,123245
172799,136768,83246
9407,34038,46582
68767,175160,227056
227356,37039,10423
125451,32755,221260
232133,55693,218167
125445,163008,224659
227346,130866,229338
32727,117832,205484
76849,182289,152539
175153,226549,55791
223039,204009,44437
7451,215311,58001
205877,168406,176848
34191,43334,50018
10771,215243,169245
152653,175263,175168
69157,215017,212192
125692,214451,168356
215126,125446,152380
39826,223381,130898
223196,155500,127554
215304,205117,160862
219559,224420,44957
227830,206107,124161
8207,9834,227767
214968,55055,227275
215187,8040,65472
42816,10220,170344
125406,35510,85399
183980,194746,84876
215165,41574,222065
171080,170323,79089
168453,214589,168434
40083,194820,161198
65162,214751,215850
147318,205749,182329
57725,6104,226860
10051,152803,214247
860,208727,209207
149582,206966,34265
172905,229827,54166
123630,227131,172736
223152,205505,165655
206155,944,217944
205229,208483,13372
157385,39086,64707
150600,168412,227382
153615,69137,135032
46865,163983,223603
215016,9261,184306
212015,157911,12157
9359,64960,163360
50088,209884,8113
204790,9417,209782
205474,209963,101787
60287,215338,87562
194408,232206,227287
221346,227083,59915
210187,11336,163858
191405,42690,42120
227102,227811,72779
35717,146750,210064
227090,64908,86749
210244,11852,93374
218542,32719,195627
182648,16600,157360
199085,172903,52590
214574,48369,89218
204498,219571,21709
36851,55732,165887
119624,214405,168430
218137,35600,74648
64745,227366,35558
156230,8800,55966
39702,9271,18956
223661,64864,17235
223955,10373,170331
205118,68738,170487
55504,36984,33751
227273,168279,228217
183526,59998,45406
4479,174086,228020
205511,227127,71142
55687,123870,61566
8281,222920,57270
227954,65458,225866
58486,170984,62477
227040,215163,115456
55057,209935,29587
143275,175189,27910
214744,227088,37756
33259,171133,39018
215316,224512,79047
168471,134839,32785
163013,225308,17395
214634,35448,24887
7989,59514,139545
223969,219064,36860
123733,223959,172907
180837,50242,133983
8275,231772,115783
155516,168423,137196
172724,227050,92198
4604,168283,51252
35952,142165,142420
227947,219064,173586
60224,9302,105537
215380,4574,180362
228342,52490,16959
158611,205199,57642
151525,9496,48231
40158,57600,54043
39322,210008,43831
216340,215208,110594
225794,8349,9259
232314,227130,7311
32652,9411,7018
200636,214628,1398
117157,34164,46471
7989,9297,223385
4625,171065,143851
227087,227368,46048
225249,40212,46087
40202,227425,22478
218191,204038,110299
205879,55728,1768
170866,206974,106769
227088,6335,227990
210032,231384,41601
215373,65422,66627
110077,9367,44944
56641,8349,118654
48327,229361,28677
228452,39651,64863
227113,65001,166022
10561,157358,35866
180963,225333,44599
224790,59508,115444
174404,228333,164044
64999,175208,195472
100763,218136,50749
5781,36852,183415
149507,153763,25741
214492,209026,178329
229362,125786,231219
209861,9422,165853
40184,35797,124327
225347,168415,56433
181625,225347,7360
226534,222462,198585
931,214673,103046
125437,227217,56936
42155,60234,18875
221940,208713,60132
225414,50051,20682
142957,64895,22768
168275,175810,225343
146708,137123,163025
55665,10583,8607
173286,214209,1317
209855,51997,228979
147625,221355,168349
144162,219464,65138
214508,65503,64873
225312,140504,9352
214981,175232,66511
2873,33839,43517
52068,227107,70389
155503,9297,160577
163072,155085,172548
64859,219574,87557
175172,229654,27806
209851,197723,122270
59716,228454,182254
210753,209992,37637
9238,40221,6621
175384,49563,122768
168336,64813,204175
172722,43369,45237
218202,218126,45408
210027,34623,4909
3017,36922,134064
224713,208093,231040
9248,225251,15517
231712,168400,118219
56373,229459,16524
227518,227337,131880
35850,9255,161521
124444,60181,101689
218165,205434,205118
92184,35561,180541
175148,214355,153114
35409,215073,136628
224713,7987,133706
183023,35731,11431
130570,168312,26446
36515,46879,182254
197095,58270,205512
35564,215010,131468
205554,205563,84759
64864,57089,229788
64761,151771,34062
145732,64931,86592
168247,35802,227389
205544,169266,6325
48194,18568,168398
181241,168363,178092
206112,227404,9387
227203,8340,46163
172580,215303,6097
10586,10223,44970
148195,217934,168259
153642,223061,215283
225233,10788,118572
205467,214675,55861
35315,169150,196269
205548,227987,213867
150236,133913,17770
4087,140109,230240
209975,214573,209846
60129,227126,13809
55767,224758,157358
227174,227103,142288
30821,165225,36407
4996,223944,33246
76371,10751,166393
166109,119620,51042
181621,55041,77309
209978,194467,76090
223933,176656,229551
170878,191375,227844
205114,60185,48328
48306,54099,143653
225386,57965,206498
125441,214441,150837
30374,218198,229863
34235,3499,53260
7942,158303,156190
171049,11536,72632
155516,60206,1372
215156,214976,49378
206161,156044,121162
39745,208728,50282
79145,218144,169266
170492,168441,24758
232124,50719,7408
226804,208696,43442
217125,50089,58057
209981,205878,69237
